Date,Liturgical Color,Observance,MP Opening Sentence of Scripture,Antiphon,MP First Lesson,MP Second Lesson,"Psalms (MP, 60-day)",EP Opening Sentence of Scripture,EP First Lesson,EP Second Lesson,"Psalms (EP, 60-day)",Seasonal Collect,Special Collect,Seasonal Blessing,Remembrance
Apr 18,White,The Second Saturday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Numbers 14 or 14:1–31,Mark 11:27–12:12,115,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 16,Hebrews 8,116; 117,"Almighty and everlasting God, who in the Paschal mystery established the new covenant of reconciliation: Grant that all who have been reborn into the fellowship of Christ’s Body may show forth in their lives what they profess by their faith; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,"The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",
Apr 19,White,The Third Sunday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Numbers 15 or 15:22–41,Mark 12:13–34,119:1–24,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 17,Hebrews 9:1–14,119:25–48,"Almighty God, you gave your only Son to be for us both a sacrifice for sin and an example of godly living: Give us grace thankfully to receive his inestimable benefits, and daily to follow the blessed steps of his most holy life; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the witness of your martyrs, who took up their cross and followed you even unto death, and revealed your power made perfect in human weakness.","The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.","Alphege, Archbishop of Canterbury and Martyr, 1012"
Apr 20,White,The Third Monday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.","Numbers 16 or 16:1–11, 20–38",Mark 12:35–13:13,119:49–72,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 18,Hebrews 9:15–28,119:73–88,"Almighty God, you gave your only Son to be for us both a sacrifice for sin and an example of godly living: Give us grace thankfully to receive his inestimable benefits, and daily to follow the blessed steps of his most holy life; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,"The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",
Apr 21,White,The Third Tuesday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Numbers 17,Mark 13:14–37,119:89–104,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 19,Hebrews 10:1–18,119:105–128,"Almighty God, you gave your only Son to be for us both a sacrifice for sin and an example of godly living: Give us grace thankfully to receive his inestimable benefits, and daily to follow the blessed steps of his most holy life; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For you have imparted gifts of wisdom and knowledge to those who teach the Gospel in word and deed, to build up the body of Christ, until we all attain to the unity of the faith and of the knowledge of the Son of God.","The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.","Anselm, Archbishop of Canterbury and Teacher of the Faith, 1109"
Apr 22,White,The Third Wednesday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Numbers 18 or 18:1–24,Mark 14:1–25,119:129–152,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 20,Hebrews 10:19–39,119:153–176,"Almighty God, you gave your only Son to be for us both a sacrifice for sin and an example of godly living: Give us grace thankfully to receive his inestimable benefits, and daily to follow the blessed steps of his most holy life; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,"The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",
Apr 23,White,The Third Thursday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Numbers 20,Mark 14:26–52,118,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 21,Hebrews 11,120; 121,"Almighty God, you gave your only Son to be for us both a sacrifice for sin and an example of godly living: Give us grace thankfully to receive his inestimable benefits, and daily to follow the blessed steps of his most holy life; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the witness of your martyrs, who took up their cross and followed you even unto death, and revealed your power made perfect in human weakness.","The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.","George, Martyr, c. 304"
Apr 24,White,The Third Friday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.","Numbers 21 or 21:4–9, 21–35",Mark 14:53–72,122; 123,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 22,Hebrews 12:1–17,124; 125; 126,"Almighty God, you gave your only Son to be for us both a sacrifice for sin and an example of godly living: Give us grace thankfully to receive his inestimable benefits, and daily to follow the blessed steps of his most holy life; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For you have imparted gifts of wisdom and knowledge to those who teach the Gospel in word and deed, to build up the body of Christ, until we all attain to the unity of the faith and of the knowledge of the Son of God.","The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.","Arthur Michael Ramsey, Archbishop of Canterbury, Ecumenist and Teacher of the Faith, 1988"
Apr 25,Red,Mark the Evangelist,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Acts 12:11–25,Mark 15,127; 128,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Job 23,Hebrews 12:18–29,129; 130; 131,"Almighty God, by the hand of Mark the evangelist you have given to your Church the Gospel of Jesus Christ: We thank you for his witness, and pray that you will give us grace to know the truth, and not to be carried about by every wind of false doctrine, that we may know Jesus Christ as our Lord and Savior; who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the gifts of your Holy Spirit poured out upon prophets and evangelists, to proclaim the Gospel to the ends of the earth, and to bring all peoples under the reign of Jesus Christ our Lord.",,The Third Saturday of Easter
Apr 26,White,The Fourth Sunday of Easter (Good Shepherd Sunday),"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Numbers 22 or 22:1–35,Mark 16,132; 133,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 24,Hebrews 13,134; 135,"O God, whose Son Jesus Christ is the Good Shepherd of your people: Grant that, when we hear his voice, we may know him who calls us each by name, and follow where he leads; who, with you and the Holy Spirit, lives and reigns, one God, for ever and ever. Amen.",,"The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",
Apr 27,White,The Fourth Monday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Numbers 23 or 23:1–26,Luke 1:1–23,136,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 25; 26,James 1,137; 138,"O God, whose Son Jesus Christ is the Good Shepherd of your people: Grant that, when we hear his voice, we may know him who calls us each by name, and follow where he leads; who, with you and the Holy Spirit, lives and reigns, one God, for ever and ever. Amen.",,"The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",
Apr 28,White,The Fourth Tuesday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Numbers 24,Luke 1:24–56,139,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 27,James 2:1–13,141; 142,"O God, whose Son Jesus Christ is the Good Shepherd of your people: Grant that, when we hear his voice, we may know him who calls us each by name, and follow where he leads; who, with you and the Holy Spirit, lives and reigns, one God, for ever and ever. Amen.",,"The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",
Apr 29,White,The Fourth Wednesday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Numbers 25,Luke 1:57–80,140,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 28,James 2:14–26,143,"O God, whose Son Jesus Christ is the Good Shepherd of your people: Grant that, when we hear his voice, we may know him who calls us each by name, and follow where he leads; who, with you and the Holy Spirit, lives and reigns, one God, for ever and ever. Amen.","For you, the master builder, never abandon your Church, which you have built of living stones; you call your faithful servants to restore its ancient walls and reunite its broken ramparts, that it may be a holy temple of your presence.","The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.","Catherine of Siena, Reformer of the Church, 1380"
Apr 30,White,The Fourth Thursday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.","Deuteronomy 1 or 1:1–21, 26–33",Luke 2:1–21,144,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 29,James 3,145,"O God, whose Son Jesus Christ is the Good Shepherd of your people: Grant that, when we hear his voice, we may know him who calls us each by name, and follow where he leads; who, with you and the Holy Spirit, lives and reigns, one God, for ever and ever. Amen.",,"The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",
May 1,Red,"Philip and James, Apostles",The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.","Deuteronomy 2 or 2:1–9, 14–19, 24–37",Luke 2:22–52,146,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,James 4,John 1:43–51,147,"Almighty God, you gave to your apostles Philip and James the grace and strength to bear witness to Jesus as the way, the truth, and the life: Grant that we, being mindful of their victory of faith, may glorify in life and death the Name of our Lord Jesus Christ; who lives and reigns with you and the Holy Spirit, one God, now and for ever. Amen.","For the gifts of your Holy Spirit poured out upon prophets and evangelists, to proclaim the Gospel to the ends of the earth, and to bring all peoples under the reign of Jesus Christ our Lord.",,The Fourth Friday of Easter
May 2,White,The Fourth Saturday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Deuteronomy 3,Luke 3:1–22,148,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 30,James 5,149; 150,"O God, whose Son Jesus Christ is the Good Shepherd of your people: Grant that, when we hear his voice, we may know him who calls us each by name, and follow where he leads; who, with you and the Holy Spirit, lives and reigns, one God, for ever and ever. Amen.","For you have imparted gifts of wisdom and knowledge to those who teach the Gospel in word and deed, to build up the body of Christ, until we all attain to the unity of the faith and of the knowledge of the Son of God.","The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.","Athanasius, Bishop of Alexandria and Teacher of the Faith, 373"
May 3,White,The Fifth Sunday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.","Deuteronomy 4 or 4:1–18, 24–40",Luke 3:23–38,1; 2,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57","Job 31 or 31:1–23, 35–40",I Peter 1:1–21,3; 4,"Almighty God, whom truly to know is everlasting life: Grant us so perfectly to know your Son Jesus Christ to be the way, the truth, and the life, that we may steadfastly follow his steps in the way that leads to eternal glory; through Jesus Christ your Son our Lord, who lives and reigns with you, in the unity of the Holy Spirit, one God, for ever and ever. Amen.",,"The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",
May 4,White,The Fifth Monday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Deuteronomy 5,Luke 4:1–30,5; 6,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 32,I Peter 1:22–2:10,7,"Almighty God, whom truly to know is everlasting life: Grant us so perfectly to know your Son Jesus Christ to be the way, the truth, and the life, that we may steadfastly follow his steps in the way that leads to eternal glory; through Jesus Christ your Son our Lord, who lives and reigns with you, in the unity of the Holy Spirit, one God, for ever and ever. Amen.",,"The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",
May 5,White,The Fifth Tuesday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Deuteronomy 6,Luke 4:31–44,9,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 33,I Peter 2:11–3:7,10,"Almighty God, whom truly to know is everlasting life: Grant us so perfectly to know your Son Jesus Christ to be the way, the truth, and the life, that we may steadfastly follow his steps in the way that leads to eternal glory; through Jesus Christ your Son our Lord, who lives and reigns with you, in the unity of the Holy Spirit, one God, for ever and ever. Amen.",,"The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",
May 6,White,The Fifth Wednesday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Deuteronomy 7,Luke 5:1–16,8; 11,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57","Job 34 or 34:1–15, 21–28, 31–37",I Peter 3:8–4:6,15; 16,"Almighty God, whom truly to know is everlasting life: Grant us so perfectly to know your Son Jesus Christ to be the way, the truth, and the life, that we may steadfastly follow his steps in the way that leads to eternal glory; through Jesus Christ your Son our Lord, who lives and reigns with you, in the unity of the Holy Spirit, one God, for ever and ever. Amen.",,"The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",
May 7,White,The Fifth Thursday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Deuteronomy 8,Luke 5:17–39,12; 13; 14,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 35,I Peter 4:7–19,17,"Almighty God, whom truly to know is everlasting life: Grant us so perfectly to know your Son Jesus Christ to be the way, the truth, and the life, that we may steadfastly follow his steps in the way that leads to eternal glory; through Jesus Christ your Son our Lord, who lives and reigns with you, in the unity of the Holy Spirit, one God, for ever and ever. Amen.",,"The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",
May 8,White,The Fifth Friday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Deuteronomy 9,Luke 6:1–19,18:1–20,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 36,I Peter 5,18:21–52,"Almighty God, whom truly to know is everlasting life: Grant us so perfectly to know your Son Jesus Christ to be the way, the truth, and the life, that we may steadfastly follow his steps in the way that leads to eternal glory; through Jesus Christ your Son our Lord, who lives and reigns with you, in the unity of the Holy Spirit, one God, for ever and ever. Amen.","For the grace and virtue manifest in [N. and all] your saints, who have been the chosen vessels of your love, and the lights of the world in their generations.","The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.","Julian of Norwich, Anchoress, c. 1417"
May 9,White,The Fifth Saturday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Deuteronomy 10,Luke 6:20–38,19,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 37,II Peter 1,20; 21,"Almighty God, whom truly to know is everlasting life: Grant us so perfectly to know your Son Jesus Christ to be the way, the truth, and the life, that we may steadfastly follow his steps in the way that leads to eternal glory; through Jesus Christ your Son our Lord, who lives and reigns with you, in the unity of the Holy Spirit, one God, for ever and ever. Amen.","For you have imparted gifts of wisdom and knowledge to those who teach the Gospel in word and deed, to build up the body of Christ, until we all attain to the unity of the faith and of the knowledge of the Son of God.","The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.","Gregory of Nazianzus, Bishop of Constantinople and Teacher of the Faith, 389"
May 10,White,The Sixth Sunday of Easter (Rogation Sunday),"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Deuteronomy 11,Luke 6:39–7:10,22,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57","Job 38 or 38:1–27, 31–33",II Peter 2,23; 24,"O God, you have prepared for those who love you such good things as surpass our understanding: Pour into our hearts such love towards you, that we, loving you in all things and above all things, may obtain your promises, which exceed all that we can desire; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,"The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",
May 11,White,The Sixth Monday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Deuteronomy 12,Luke 7:11–35,25,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 39,II Peter 3,27,"O God, you have prepared for those who love you such good things as surpass our understanding: Pour into our hearts such love towards you, that we, loving you in all things and above all things, may obtain your promises, which exceed all that we can desire; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the grace and virtue manifest in [N. and all] your saints, who have been the chosen vessels of your love, and the lights of the world in their generations.","The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",Rogation Day
May 12,White,The Sixth Tuesday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Deuteronomy 13,Luke 7:36–50,26; 28,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 40,Jude,31,"O God, you have prepared for those who love you such good things as surpass our understanding: Pour into our hearts such love towards you, that we, loving you in all things and above all things, may obtain your promises, which exceed all that we can desire; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the grace and virtue manifest in [N. and all] your saints, who have been the chosen vessels of your love, and the lights of the world in their generations.","The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",Rogation Day
May 13,White,The Sixth Wednesday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Deuteronomy 14,Luke 8:1–21,29; 30,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Job 41,I John 1:1–2:6,33,"O God, you have prepared for those who love you such good things as surpass our understanding: Pour into our hearts such love towards you, that we, loving you in all things and above all things, may obtain your promises, which exceed all that we can desire; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the grace and virtue manifest in [N. and all] your saints, who have been the chosen vessels of your love, and the lights of the world in their generations.","The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.",Rogation Day
May 14,White,Ascension Day,"Since then we have a great high priest who has passed through the heavens, Jesus, the Son of God, let us hold fast our confession. Let us then with confidence draw near to the throne of grace, that we may receive mercy and find grace to help in time of need. hebrews 4:14, 16","Alleluia. Christ the Lord has ascended into heaven: * O come, let us adore him. Alleluia.",II Kings 2,Ephesians 4:1–17,8; 47,"For Christ has entered, not into holy places made with hands, which are copies of the true things, but into heaven itself, now to appear in the presence of God on our behalf. hebrews 9:24",Hebrews 8,Luke 24:44–53,21; 24,"Almighty God, whose only-begotten Son our Lord Jesus Christ ascended into heaven: May our hearts and minds also there ascend, and with him continually dwell; who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
May 15,White,The Sixth Friday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Deuteronomy 16,Luke 9:1–17,32; 36,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Ecclesiastes 1,I John 3:1–10,38,"Almighty God, whose only-begotten Son our Lord Jesus Christ ascended into heaven: May our hearts and minds also there ascend, and with him continually dwell; who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For calling to the consecrated life those who leave everything for the sake of your kingdom, and who show forth in this world an anticipation of the abundant life you promise in the age to come.","The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.","Pachomius, Abbot and Organizer of Monasticism, 346"
May 16,White,The Sixth Saturday of Easter,"If then you have been raised with Christ, seek the things that are above, where Christ is, seated at the right hand of God. colossians 3:1","Alleluia. The Lord is risen indeed: * O come, let us adore him. Alleluia.",Deuteronomy 17,Luke 9:18–50,37:1–17,"Thanks be to God, who gives us the victory through our Lord Jesus Christ. 1 corinthians 15:57",Ecclesiastes 2,I John 3:11–4:6,37:18–41,"Almighty God, whose only-begotten Son our Lord Jesus Christ ascended into heaven: May our hearts and minds also there ascend, and with him continually dwell; who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the witness of your martyrs, who took up their cross and followed you even unto death, and revealed your power made perfect in human weakness.","The God of peace, who brought again from the dead our Lord Jesus Christ, the great Shepherd of the sheep, by the blood of the everlasting covenant, make you perfect in every good work to do his will, working in you that which is well-pleasing in his sight; and the blessing of God Almighty, the Father, the Son, and the Holy Spirit, be among you, and remain with you always. Amen.","The Martyrs of the Sudan, 2011"
